product_name,product_price,Rate,Review,text,labels,sentiment_code
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,best in the market,this is an incredible product by boat very good sound quality battery backup is fantastic and easily lasts about 10 hours for me,positive,2
bosch sms66gi01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,44890.0,5.0,perfect product,this is something new and innovative machine for indian grease and tough stain and of course purely made for steel utensils only tricky part is to arrange utensils like solving mathematical equationgo for it,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,delightful,good work,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,simply awesome,excellent product thank you so much satisfied,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,1.0,utterly disappointed,battery draining fast,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,great product,excellent,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,great product,good products,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,mindblowing purchase,awesome sound but little bit heavy robust construction perfect fit nothing can be found like this at such price i got it for only 1169 during bbd sale,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,super,excellent,positive,2
usha fp 3810 1000 w food processorblack silver,9990.0,1.0,unsatisfactory,not good very low quality material and jar,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,2.0,bad quality,fitting is not up to the mark quality is very poor of the product,negative,0
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,2.0,could be way better,low speed fan and fan blades not aluminum,negative,0
lakm eyeconic kajal twin packdeep black 07 g,218.0,4.0,delightful,nice kajal thank u flipcart,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,classy product,supar good,positive,2
dv engineering 2 compartments iron remote control holder stand organizer for tv ac dth stb remotes with attractive dancing ladyblack green redpink,575.0,5.0,excellent,superb,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanbrown pack of 1,1349.0,4.0,delightful,nice product,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,1.0,absolute rubbish,speed of cooler is slower than fan after one week of use,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,great product,this the my first dslr its my dream to purchase and explore my passion of natural photographyi am very satisfied with this product good for beginnergo for it,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,brilliant,value for money,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,4.0,pretty good,nicedoes the job welllets wait to review after 2bd week usage,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,5.0,product worth buying,the packing was decent but what comes inside was an absolute boom box can easily beat any speaker in the budget category of rs 2000 bass superb mid and low could have been better overall great value for money,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,4.0,pretty good,good,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,4.0,pretty good,good one for a beginner functionality is really good and worth the price loving it actually but there should have been a cap for the display that would make it perfect,positive,2
samsung dw60m5042fstl free standing 13 place settings dishwasher,29390.0,5.0,wonderful,excellent working super shining good dishwasher from samsung its work very low noise performance is good its usefull for 4 to 5 members,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,3.0,does the job,good,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,super,thank you flipkart for a perfect cooker it make perfect rice its easy fast,positive,2
glun water quality purity tester 0990 ppm digital tds meter,199.0,5.0,awesome,nice one,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,5.0,must buy,very good product working very well,positive,2
philips hr762700 650 w food processorwhite,4319.0,4.0,delightful,its a nice product,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,just wow,nice must buy this,positive,2
pigeon favourite electric kettle15 l silver black,699.0,1.0,utterly disappointed,very bed,negative,0
nextron nxae100 voltage stabilizer for smart led tv for 324355 inchsset top box home theaterblack,1142.0,5.0,must buy,great product,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,1.0,choppers not good,blades are loose and chopping is not fine also getting smoke from motorwe are very disappointed with this product,negative,0
victory heavy plastic cricket stumps setblue,299.0,5.0,must buy,good product i am happy with this,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,3.0,nice,just beter,neutral,1
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,really nice,everything is as per descriptionhoweverwater only lasts for 1 day not 3 days,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,super,ultimate,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,simply awesome,this is an awesome product and very amazing im just enjoying itgo for it if you want i got this product delivered in one day onlyawesome services by flipkart,positive,2
ifb neptune vx free standing 12 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,38490.0,5.0,worth every penny,nice,positive,2
adroitz superior quality anti cut safety hand glove13 nylon synthetic latex  safety gloves8,209.0,4.0,pretty good,very useful for technical joband nice grip,positive,2
value adds wall mount set top box iron wall shelf number of shelves  1 black steel wall shelfnumber of shelves  1 black,195.0,3.0,nice,average,neutral,1
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,5.0,terrific,good one,positive,2
atomberg renesa 1200 mm bldc motor with remote 3 blade ceiling fanivory  black pack of 1,3569.0,4.0,valueformoney,super product,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,awesome,awesome headphone with great sound quality and marvellous bassbattery backup is nice build quality is nicewriting this review after 4 months of regular usage and still its working the same as it was beforewithout thinking for a minute go for such an awesome headphones,positive,2
luminous vento dlx 150 mm 5 blade exhaust fanwhite,1448.0,4.0,nice product,good,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,does the job,good,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,valueformoney,good product on fully hot summer if you are living in place like humidity area it not helps to cool you,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,brilliant,its a good product i loved it giving review after 1 week,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,mindblowing purchase,its a nice product earlier 9 years back had the same company wd 500 gb hard disk which is still using it so just buy wd harddisk,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,1.0,worthless,useless ice tray the ice tray water goes to the water filled in the below container obviously 100 ml of cold wouldnt gonna cool the 75 liter of water,negative,0
faber hood mercury pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,9990.0,5.0,awesome,good gesture and very silent at top fan speed and installation is well done bye mr fareed he is best for chimney installation,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,4.0,nice product,bajaj degraded their build quality as compared to the fx 10 and this model also dont work without fitting both the jar which is irritating rest is fine,negative,0
glun water quality purity tester 0990 ppm digital tds meter,199.0,5.0,terrific purchase,best in quality,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,highly recommended,best,positive,2
konvio neer pen type tds 0012 digital tds meter,299.0,4.0,worth the money,good nice,positive,2
adonai pot15lpink rice cooker food steamer travel cooker slow cooker electric pressure cooker15 l pink,599.0,5.0,best in the market,awesome product working fine quality is very good,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,super,good product however often the cap fells off,positive,2
philips hr762700 650 w food processorwhite,4319.0,1.0,horrible,not meet my expectationsdove not getting accumulated properly sad with product,negative,0
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,mindblowing purchase,good,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,perfect product,its simple awesome very comfortable i am using it on daily basis and it gives me best strength best fit also,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,must buy,very nice,positive,2
